PK,UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,YEAR,MONTH
342,0UQ,SAA,"Saratoga, WY",TLS,"Toulouse, France",2016,9
343,0UQ,SAV,"Savannah, GA",GVA,"Geneva, Switzerland",2016,4
344,0UQ,SAV,"Savannah, GA",GVA,"Geneva, Switzerland",2016,11
345,0UQ,SCQ,"Santiago de Compostela, Spain",BGR,"Bangor, ME",2016,6
346,0UQ,SNN,"Shannon, Ireland",BGR,"Bangor, ME",2016,8
347,0UQ,SNN,"Shannon, Ireland",LAX,"Los Angeles, CA",2016,4
348,0UQ,TLS,"Toulouse, France",BGR,"Bangor, ME",2016,9
349,10Q,ABQ,"Albuquerque, NM",YUL,"Montreal, Canada",2016,6
350,10Q,ANC,"Anchorage, AK",YYR,"Goose Bay, Canada",2016,9
351,10Q,BNA,"Nashville, TN",YHZ,"Halifax, Canada",2016,6
352,10Q,BOS,"Boston, MA",CBG,"Cambridge, United Kingdom",2016,4
353,10Q,CHA,"Chattanooga, TN",YUL,"Montreal, Canada",2016,6
354,10Q,HPN,"White Plains, NY",ZRH,"Zurich, Switzerland",2016,6
355,10Q,HPN,"White Plains, NY",ZRH,"Zurich, Switzerland",2016,11
356,10Q,LAS,"Las Vegas, NV",YYT,"St. John's, Canada",2016,9
357,10Q,LAX,"Los Angeles, CA",YHZ,"Halifax, Canada",2016,4
358,10Q,LIT,"Little Rock, AR",YUL,"Montreal, Canada",2016,12
359,10Q,PPT,"Papeete, French Polynesia",KOA,"Kona, HI",2016,4
360,10Q,SAT,"San Antonio, TX",YUL,"Montreal, Canada",2016,12
361,10Q,SFJ,"Sondre Stromfjord, Greenland",TEB,"Teterboro, NJ",2016,4
362,10Q,SNN,"Shannon, Ireland",BOS,"Boston, MA",2016,12
363,10Q,VNY,"Van Nuys, CA",YUL,"Montreal, Canada",2016,3
364,10Q,YYR,"Goose Bay, Canada",JAX,"Jacksonville, FL",2016,8
365,12Q,AVP,"Scranton/Wilkes-Barre, PA",LBG,"Paris, France",2016,5
366,12Q,BFI,"Seattle, WA",GNB,"Grenoble, France",2016,4
367,12Q,BOS,"Boston, MA",LBG,"Paris, France",2016,9
368,12Q,CLT,"Charlotte, NC",SXM,"Philipsburg, Sint Maarten",2016,2
369,12Q,DOL,"Deauville, France",TEB,"Teterboro, NJ",2016,12
370,12Q,EWR,"Newark, NJ",LBG,"Paris, France",2016,11
371,12Q,FOK,"Westhampton, NY",LBG,"Paris, France",2016,8
372,12Q,LAX,"Los Angeles, CA",LBG,"Paris, France",2016,10
373,12Q,LBG,"Paris, France",BFI,"Seattle, WA",2016,4
374,12Q,LBG,"Paris, France",EWR,"Newark, NJ",2016,11
375,12Q,LBG,"Paris, France",HOU,"Houston, TX",2016,2
376,12Q,LBG,"Paris, France",MMU,"Morristown, NJ",2016,5
377,12Q,LBG,"Paris, France",PDK,"Atlanta, GA",2016,5
378,12Q,LBG,"Paris, France",PDK,"Atlanta, GA",2016,12
379,12Q,LBG,"Paris, France",TEB,"Teterboro, NJ",2016,2
380,12Q,LBG,"Paris, France",TEB,"Teterboro, NJ",2016,3
381,12Q,LBG,"Paris, France",TEB,"Teterboro, NJ",2016,4
382,12Q,LBG,"Paris, France",TEB,"Teterboro, NJ",2016,5
383,12Q,LBG,"Paris, France",TEB,"Teterboro, NJ",2016,7
384,12Q,LBG,"Paris, France",TEB,"Teterboro, NJ",2016,9
385,12Q,LBG,"Paris, France",TEB,"Teterboro, NJ",2016,10
386,12Q,LBG,"Paris, France",TEB,"Teterboro, NJ",2016,11
387,12Q,LBG,"Paris, France",TEB,"Teterboro, NJ",2016,12
388,12Q,PDK,"Atlanta, GA",LBG,"Paris, France",2016,5
389,12Q,PDK,"Atlanta, GA",LBG,"Paris, France",2016,12
390,12Q,SYR,"Syracuse, NY",LBG,"Paris, France",2016,12
391,12Q,TEB,"Teterboro, NJ",ANE,"Angers, France",2016,2
392,12Q,TEB,"Teterboro, NJ",LBG,"Paris, France",2016,2
393,12Q,TEB,"Teterboro, NJ",LBG,"Paris, France",2016,3
394,12Q,TEB,"Teterboro, NJ",LBG,"Paris, France",2016,4
395,12Q,TEB,"Teterboro, NJ",LBG,"Paris, France",2016,5
396,12Q,TEB,"Teterboro, NJ",LBG,"Paris, France",2016,7
397,12Q,TEB,"Teterboro, NJ",LBG,"Paris, France",2016,9
398,12Q,TEB,"Teterboro, NJ",LBG,"Paris, France",2016,10
399,12Q,TEB,"Teterboro, NJ",LBG,"Paris, France",2016,11
400,12Q,TEB,"Teterboro, NJ",LBG,"Paris, France",2016,12
401,12Q,TLN,"Toulon/Hyeres, France",FOK,"Westhampton, NY",2016,8
402,13Q,ABE,"Allentown/Bethlehem/Easton, PA",BED,"Bedford, MA",2016,4
403,13Q,ABE,"Allentown/Bethlehem/Easton, PA",YYZ,"Toronto, Canada",2016,12
404,13Q,ACK,"Nantucket, MA",YYZ,"Toronto, Canada",2016,5
405,13Q,ACK,"Nantucket, MA",YYZ,"Toronto, Canada",2016,7
406,13Q,ACK,"Nantucket, MA",YYZ,"Toronto, Canada",2016,8
407,13Q,ACK,"Nantucket, MA",YYZ,"Toronto, Canada",2016,10
408,13Q,ADS,"Dallas, TX",YYZ,"Toronto, Canada",2016,10
409,13Q,AGS,"Augusta, GA",YUL,"Montreal, Canada",2016,11
410,13Q,AMW,"Ames, IA",MCW,"Mason City, IA",2016,10
411,13Q,ANU,"St. Johns, Antigua and Barbuda",BUF,"Buffalo, NY",2016,12
412,13Q,ANU,"St. Johns, Antigua and Barbuda",IAD,"Washington, DC",2016,11
413,13Q,ANU,"St. Johns, Antigua and Barbuda",TEB,"Teterboro, NJ",2016,12
414,13Q,APA,"Denver, CO",ASE,"Aspen, CO",2016,3
415,13Q,APA,"Denver, CO",CNY,"Moab, UT",2016,9
416,13Q,APA,"Denver, CO",SLN,"Salina, KS",2016,6
417,13Q,APF,"Naples, FL",YYZ,"Toronto, Canada",2016,1
418,13Q,APF,"Naples, FL",YYZ,"Toronto, Canada",2016,4
419,13Q,APF,"Naples, FL",YYZ,"Toronto, Canada",2016,6
420,13Q,APF,"Naples, FL",YYZ,"Toronto, Canada",2016,9
421,13Q,APF,"Naples, FL",YYZ,"Toronto, Canada",2016,10
422,13Q,APF,"Naples, FL",YYZ,"Toronto, Canada",2016,10
423,13Q,APF,"Naples, FL",YYZ,"Toronto, Canada",2016,10
424,13Q,APF,"Naples, FL",YYZ,"Toronto, Canada",2016,11
425,13Q,APF,"Naples, FL",YYZ,"Toronto, Canada",2016,11
426,13Q,APF,"Naples, FL",YYZ,"Toronto, Canada",2016,12
427,13Q,ART,"Watertown, NY",LEB,"Lebanon-Hanover, NH",2016,1
428,13Q,ART,"Watertown, NY",LEB,"Lebanon-Hanover, NH",2016,11
429,13Q,ASE,"Aspen, CO",OMA,"Omaha, NE",2016,3
430,13Q,ASE,"Aspen, CO",YYC,"Calgary, Canada",2016,1
431,13Q,ATL,"Atlanta, GA",LUK,"Cincinnati, OH",2016,2
432,13Q,ATL,"Atlanta, GA",YYZ,"Toronto, Canada",2016,2
433,13Q,ATW,"Appleton, WI",YYC,"Calgary, Canada",2016,1
434,13Q,AUS,"Austin, TX",FTW,"Dallas/Fort Worth, TX",2016,6
435,13Q,AUS,"Austin, TX",OKC,"Oklahoma City, OK",2016,6
436,13Q,AXA,"The Valley, Anguilla",BDL,"Hartford, CT",2016,11
437,13Q,AXA,"The Valley, Anguilla",JFK,"New York, NY",2016,1
438,13Q,AXA,"The Valley, Anguilla",TEB,"Teterboro, NJ",2016,2
439,13Q,BAF,"Westfield, MA",BVY,"Beverly, MA",2016,9
440,13Q,BCT,"Boca Raton, FL",YYZ,"Toronto, Canada",2016,7
441,13Q,BCT,"Boca Raton, FL",YYZ,"Toronto, Canada",2016,10
442,13Q,BCT,"Boca Raton, FL",YYZ,"Toronto, Canada",2016,11
443,13Q,BCT,"Boca Raton, FL",YYZ,"Toronto, Canada",2016,11
444,13Q,BCT,"Boca Raton, FL",YYZ,"Toronto, Canada",2016,12
445,13Q,BDA,"Hamilton, Bermuda",HPN,"White Plains, NY",2016,5
446,13Q,BDL,"Hartford, CT",AXA,"The Valley, Anguilla",2016,11
447,13Q,BDL,"Hartford, CT",MDW,"Chicago, IL",2016,7
448,13Q,BDL,"Hartford, CT",YYZ,"Toronto, Canada",2016,1
449,13Q,BDL,"Hartford, CT",YYZ,"Toronto, Canada",2016,1
450,13Q,BDL,"Hartford, CT",YYZ,"Toronto, Canada",2016,11
451,13Q,BED,"Bedford, MA",ACK,"Nantucket, MA",2016,5
452,13Q,BED,"Bedford, MA",ACK,"Nantucket, MA",2016,7
453,13Q,BED,"Bedford, MA",ACK,"Nantucket, MA",2016,8
454,13Q,BED,"Bedford, MA",ACK,"Nantucket, MA",2016,10
455,13Q,BED,"Bedford, MA",BGI,"Barbados/Bridgetown, Barbados",2016,2
456,13Q,BED,"Bedford, MA",GCM,"Grand Cayman, Cayman Islands",2016,1
457,13Q,BED,"Bedford, MA",LEB,"Lebanon-Hanover, NH",2016,10
458,13Q,BED,"Bedford, MA",PWM,"Portland, ME",2016,8
459,13Q,BED,"Bedford, MA",SXM,"Philipsburg, Sint Maarten",2016,4
460,13Q,BED,"Bedford, MA",YYZ,"Toronto, Canada",2016,2
461,13Q,BED,"Bedford, MA",YYZ,"Toronto, Canada",2016,4
462,13Q,BED,"Bedford, MA",YYZ,"Toronto, Canada",2016,5
463,13Q,BED,"Bedford, MA",YYZ,"Toronto, Canada",2016,9
464,13Q,BED,"Bedford, MA",YYZ,"Toronto, Canada",2016,10
465,13Q,BEH,"Benton Harbor/St. Joseph, MI",FOE,"Topeka, KS",2016,10
466,13Q,BFI,"Seattle, WA",YVR,"Vancouver, Canada",2016,4
467,13Q,BGI,"Barbados/Bridgetown, Barbados",BED,"Bedford, MA",2016,2
468,13Q,BNA,"Nashville, TN",SXF,"Berlin, Germany",2016,9
469,13Q,BNA,"Nashville, TN",YYZ,"Toronto, Canada",2016,1
470,13Q,BNA,"Nashville, TN",YYZ,"Toronto, Canada",2016,4
471,13Q,BNA,"Nashville, TN",YYZ,"Toronto, Canada",2016,6
472,13Q,BNA,"Nashville, TN",YYZ,"Toronto, Canada",2016,9
473,13Q,BOI,"Boise, ID",CMH,"Columbus, OH",2016,3
474,13Q,BOI,"Boise, ID",YYZ,"Toronto, Canada",2016,8
475,13Q,BOS,"Boston, MA",YYZ,"Toronto, Canada",2016,2
476,13Q,BOS,"Boston, MA",YYZ,"Toronto, Canada",2016,4
477,13Q,BOS,"Boston, MA",YYZ,"Toronto, Canada",2016,5
478,13Q,BOS,"Boston, MA",YYZ,"Toronto, Canada",2016,5
479,13Q,BOS,"Boston, MA",YYZ,"Toronto, Canada",2016,6
480,13Q,BOS,"Boston, MA",YYZ,"Toronto, Canada",2016,7
481,13Q,BOS,"Boston, MA",YYZ,"Toronto, Canada",2016,8
482,13Q,BOS,"Boston, MA",YYZ,"Toronto, Canada",2016,8
483,13Q,BOS,"Boston, MA",YYZ,"Toronto, Canada",2016,9
484,13Q,BOS,"Boston, MA",YYZ,"Toronto, Canada",2016,9
485,13Q,BOS,"Boston, MA",YYZ,"Toronto, Canada",2016,9
486,13Q,BOS,"Boston, MA",YYZ,"Toronto, Canada",2016,9
487,13Q,BOS,"Boston, MA",YYZ,"Toronto, Canada",2016,12
488,13Q,BTV,"Burlington, VT",TEB,"Teterboro, NJ",2016,9
489,13Q,BUF,"Buffalo, NY",ABE,"Allentown/Bethlehem/Easton, PA",2016,12
490,13Q,BUF,"Buffalo, NY",CTH,"Coatesville, PA",2016,9
491,13Q,BUF,"Buffalo, NY",HGR,"Hagerstown, MD",2016,10
492,13Q,BUF,"Buffalo, NY",MDT,"Harrisburg, PA",2016,6
493,13Q,BUF,"Buffalo, NY",MDT,"Harrisburg, PA",2016,10
494,13Q,BUF,"Buffalo, NY",OXC,"Waterbury, CT",2016,6
495,13Q,BUF,"Buffalo, NY",PHL,"Philadelphia, PA",2016,9
496,13Q,BUF,"Buffalo, NY",SYR,"Syracuse, NY",2016,11
497,13Q,BUF,"Buffalo, NY",TEB,"Teterboro, NJ",2016,1
498,13Q,BUF,"Buffalo, NY",YYZ,"Toronto, Canada",2016,12
499,13Q,BVO,"Bartlesville, OK",AMW,"Ames, IA",2016,10
500,13Q,BVY,"Beverly, MA",HYA,"Hyannis, MA",2016,9
501,13Q,BWI,"Baltimore, MD",ANU,"St. Johns, Antigua and Barbuda",2016,12
502,13Q,BWI,"Baltimore, MD",GND,"Grenada, Grenada",2016,2
503,13Q,BWI,"Baltimore, MD",MTN,"Baltimore, MD",2016,12
504,13Q,BWI,"Baltimore, MD",RUT,"Rutland, VT",2016,4
505,13Q,BWI,"Baltimore, MD",YQR,"Regina, Canada",2016,11
506,13Q,BWI,"Baltimore, MD",YYT,"St. John's, Canada",2016,8
507,13Q,BWI,"Baltimore, MD",YYZ,"Toronto, Canada",2016,2
508,13Q,BWI,"Baltimore, MD",YYZ,"Toronto, Canada",2016,2
509,13Q,BWI,"Baltimore, MD",YYZ,"Toronto, Canada",2016,6
510,13Q,BWI,"Baltimore, MD",YYZ,"Toronto, Canada",2016,8
511,13Q,BWI,"Baltimore, MD",YYZ,"Toronto, Canada",2016,9
512,13Q,BWI,"Baltimore, MD",YYZ,"Toronto, Canada",2016,10
513,13Q,BWI,"Baltimore, MD",YYZ,"Toronto, Canada",2016,12
514,13Q,CA5,"Calgary, Canada",PSP,"Palm Springs, CA",2016,12
515,13Q,CA5,"Calgary, Canada",SBD,"San Bernardino, CA",2016,7
516,13Q,CAE,"Columbia, SC",YYZ,"Toronto, Canada",2016,4
517,13Q,CHS,"Charleston, SC",YYZ,"Toronto, Canada",2016,8
518,13Q,CIU,"Sault Ste. Marie, MI",YYZ,"Toronto, Canada",2016,12
519,13Q,CLD,"Carlsbad, CA",YHZ,"Halifax, Canada",2016,8
520,13Q,CLE,"Cleveland, OH",FTY,"Atlanta, GA",2016,3
521,13Q,CLE,"Cleveland, OH",LEX,"Lexington, KY",2016,11
522,13Q,CLE,"Cleveland, OH",YYZ,"Toronto, Canada",2016,5
523,13Q,CLE,"Cleveland, OH",YYZ,"Toronto, Canada",2016,5
524,13Q,CLE,"Cleveland, OH",YYZ,"Toronto, Canada",2016,10
525,13Q,CLT,"Charlotte, NC",LIR,"Liberia, Costa Rica",2016,12
526,13Q,CLT,"Charlotte, NC",SAV,"Savannah, GA",2016,5
527,13Q,CLT,"Charlotte, NC",YYZ,"Toronto, Canada",2016,7
528,13Q,CLT,"Charlotte, NC",YYZ,"Toronto, Canada",2016,8
529,13Q,CLT,"Charlotte, NC",YYZ,"Toronto, Canada",2016,12
530,13Q,CMH,"Columbus, OH",MDW,"Chicago, IL",2016,7
531,13Q,CMH,"Columbus, OH",YUL,"Montreal, Canada",2016,4
532,13Q,CMH,"Columbus, OH",YUL,"Montreal, Canada",2016,7
533,13Q,CMH,"Columbus, OH",YYZ,"Toronto, Canada",2016,3
534,13Q,CMH,"Columbus, OH",YYZ,"Toronto, Canada",2016,4
535,13Q,CNY,"Moab, UT",YYZ,"Toronto, Canada",2016,9
536,13Q,CPR,"Casper, WY",JAC,"Jackson, WY",2016,1
537,13Q,CPR,"Casper, WY",JAC,"Jackson, WY",2016,2
538,13Q,CPR,"Casper, WY",PSP,"Palm Springs, CA",2016,3
539,13Q,CPR,"Casper, WY",SCF,"Phoenix, AZ",2016,12
540,13Q,CPR,"Casper, WY",T3X,"Encino, TX",2016,1
541,13Q,CPS,"St. Louis, MO",AUS,"Austin, TX",2016,6
542,13Q,CTG,"Cartagena, Colombia",SYR,"Syracuse, NY",2016,11
543,13Q,CTH,"Coatesville, PA",TEB,"Teterboro, NJ",2016,9
544,13Q,CUN,"Cancun, Mexico",ATL,"Atlanta, GA",2016,2
545,13Q,CVG,"Cincinnati, OH",YYZ,"Toronto, Canada",2016,6
546,13Q,CVG,"Cincinnati, OH",YYZ,"Toronto, Canada",2016,7
547,13Q,CWF,"Lake Charles, LA",YQR,"Regina, Canada",2016,6
548,13Q,DAL,"Dallas, TX",YUL,"Montreal, Canada",2016,8
549,13Q,DAL,"Dallas, TX",YYZ,"Toronto, Canada",2016,10
550,13Q,DAL,"Dallas, TX",YYZ,"Toronto, Canada",2016,12
551,13Q,DAY,"Dayton, OH",BEH,"Benton Harbor/St. Joseph, MI",2016,10
552,13Q,DAY,"Dayton, OH",IND,"Indianapolis, IN",2016,11
553,13Q,DET,"Detroit, MI",MDW,"Chicago, IL",2016,10
554,13Q,DET,"Detroit, MI",YKF,"Kitchener, Canada",2016,3
555,13Q,DET,"Detroit, MI",YYZ,"Toronto, Canada",2016,10
556,13Q,DET,"Detroit, MI",YYZ,"Toronto, Canada",2016,11
557,13Q,DFW,"Dallas/Fort Worth, TX",CWF,"Lake Charles, LA",2016,6
558,13Q,DTW,"Detroit, MI",BNA,"Nashville, TN",2016,1
559,13Q,DTW,"Detroit, MI",MKE,"Milwaukee, WI",2016,2
560,13Q,DTW,"Detroit, MI",YYZ,"Toronto, Canada",2016,3
561,13Q,DTW,"Detroit, MI",YYZ,"Toronto, Canada",2016,6
562,13Q,DTW,"Detroit, MI",YYZ,"Toronto, Canada",2016,7
563,13Q,DTW,"Detroit, MI",YYZ,"Toronto, Canada",2016,7
564,13Q,DTW,"Detroit, MI",YYZ,"Toronto, Canada",2016,8
565,13Q,EAU,"Eau Claire, WI",GRB,"Green Bay, WI",2016,2
566,13Q,ELH,"North Eleuthera, The Bahamas",PBI,"West Palm Beach/Palm Beach, FL",2016,12
567,13Q,ELP,"El Paso, TX",YQG,"Windsor, Canada",2016,11
568,13Q,ERI,"Erie, PA",PBI,"West Palm Beach/Palm Beach, FL",2016,12
569,13Q,EWB,"New Bedford/Fall River, MA",HYA,"Hyannis, MA",2016,7
570,13Q,EWR,"Newark, NJ",YYZ,"Toronto, Canada",2016,2
571,13Q,EWR,"Newark, NJ",YYZ,"Toronto, Canada",2016,9
572,13Q,EWR,"Newark, NJ",YYZ,"Toronto, Canada",2016,9
573,13Q,EWR,"Newark, NJ",YYZ,"Toronto, Canada",2016,9
574,13Q,EWR,"Newark, NJ",YYZ,"Toronto, Canada",2016,10
575,13Q,FAR,"Fargo, ND",SEA,"Seattle, WA",2016,7
576,13Q,FAR,"Fargo, ND",YYC,"Calgary, Canada",2016,4
577,13Q,FCA,"Kalispell, MT",YYC,"Calgary, Canada",2016,10
578,13Q,FCA,"Kalispell, MT",YYZ,"Toronto, Canada",2016,7
579,13Q,FL7,"Placida, FL",YYZ,"Toronto, Canada",2016,12
580,13Q,FLG,"Flagstaff, AZ",MEM,"Memphis, TN",2016,3
581,13Q,FLL,"Fort Lauderdale, FL",BDA,"Hamilton, Bermuda",2016,11
582,13Q,FLL,"Fort Lauderdale, FL",PBI,"West Palm Beach/Palm Beach, FL",2016,3
583,13Q,FLL,"Fort Lauderdale, FL",PBI,"West Palm Beach/Palm Beach, FL",2016,7
584,13Q,FLL,"Fort Lauderdale, FL",YYZ,"Toronto, Canada",2016,1
585,13Q,FLL,"Fort Lauderdale, FL",YYZ,"Toronto, Canada",2016,2
586,13Q,FLL,"Fort Lauderdale, FL",YYZ,"Toronto, Canada",2016,3
587,13Q,FLL,"Fort Lauderdale, FL",YYZ,"Toronto, Canada",2016,7
588,13Q,FLL,"Fort Lauderdale, FL",YYZ,"Toronto, Canada",2016,9
589,13Q,FLL,"Fort Lauderdale, FL",YYZ,"Toronto, Canada",2016,10
590,13Q,FLL,"Fort Lauderdale, FL",YYZ,"Toronto, Canada",2016,10
591,13Q,FLL,"Fort Lauderdale, FL",YYZ,"Toronto, Canada",2016,12
592,13Q,FLR,"Florence, Italy",PHL,"Philadelphia, PA",2016,11
593,13Q,FMN,"Farmington, NM",PHX,"Phoenix, AZ",2016,3
594,13Q,FOE,"Topeka, KS",BVO,"Bartlesville, OK",2016,10
595,13Q,FPR,"Fort Pierce, FL",RSW,"Fort Myers, FL",2016,11
596,13Q,FPR,"Fort Pierce, FL",SDF,"Louisville, KY",2016,3
597,13Q,FPR,"Fort Pierce, FL",YYZ,"Toronto, Canada",2016,12
598,13Q,FRG,"East Farmingdale, NY",SXM,"Philipsburg, Sint Maarten",2016,2
599,13Q,FRG,"East Farmingdale, NY",YYZ,"Toronto, Canada",2016,3
600,13Q,FRG,"East Farmingdale, NY",YYZ,"Toronto, Canada",2016,8
601,13Q,FSD,"Sioux Falls, SD",MSN,"Madison, WI",2016,6
602,13Q,FTW,"Dallas/Fort Worth, TX",DFW,"Dallas/Fort Worth, TX",2016,6
603,13Q,FTY,"Atlanta, GA",YQG,"Windsor, Canada",2016,3
604,13Q,FWA,"Fort Wayne, IN",MDW,"Chicago, IL",2016,10
605,13Q,FXE,"Fort Lauderdale, FL",YYZ,"Toronto, Canada",2016,11
606,13Q,FXE,"Fort Lauderdale, FL",YYZ,"Toronto, Canada",2016,12
607,13Q,GBR,"Great Barrington, MA",TEB,"Teterboro, NJ",2016,4
608,13Q,GFK,"Grand Forks, ND",YYZ,"Toronto, Canada",2016,10
609,13Q,GGG,"Longview, TX",YYZ,"Toronto, Canada",2016,9
610,13Q,GND,"Grenada, Grenada",BWI,"Baltimore, MD",2016,2
611,13Q,GRB,"Green Bay, WI",TEB,"Teterboro, NJ",2016,2
612,13Q,GSO,"Greensboro/High Point, NC",IAD,"Washington, DC",2016,6
613,13Q,GSP,"Greer, SC",YYZ,"Toronto, Canada",2016,12
614,13Q,GTF,"Great Falls, MT",ASE,"Aspen, CO",2016,1
615,13Q,GTF,"Great Falls, MT",FCA,"Kalispell, MT",2016,10
616,13Q,GTF,"Great Falls, MT",YYC,"Calgary, Canada",2016,5
617,13Q,HAV,"Havana, Cuba",AUS,"Austin, TX",2016,6
618,13Q,HAV,"Havana, Cuba",JFK,"New York, NY",2016,1
619,13Q,HAV,"Havana, Cuba",JFK,"New York, NY",2016,3
620,13Q,HAV,"Havana, Cuba",MIA,"Miami, FL",2016,5
621,13Q,HGR,"Hagerstown, MD",LBE,"Latrobe, PA",2016,10
622,13Q,HOU,"Houston, TX",LEX,"Lexington, KY",2016,2
623,13Q,HOU,"Houston, TX",YYZ,"Toronto, Canada",2016,4
624,13Q,HOU,"Houston, TX",YYZ,"Toronto, Canada",2016,6
625,13Q,HOU,"Houston, TX",YYZ,"Toronto, Canada",2016,8
626,13Q,HPN,"White Plains, NY",AXA,"The Valley, Anguilla",2016,1
627,13Q,HPN,"White Plains, NY",BDA,"Hamilton, Bermuda",2016,5
628,13Q,HPN,"White Plains, NY",EAU,"Eau Claire, WI",2016,2
629,13Q,HPN,"White Plains, NY",TEB,"Teterboro, NJ",2016,2
630,13Q,HPN,"White Plains, NY",YYC,"Calgary, Canada",2016,6
631,13Q,HPN,"White Plains, NY",YYZ,"Toronto, Canada",2016,5
632,13Q,HPN,"White Plains, NY",YYZ,"Toronto, Canada",2016,5
633,13Q,HPN,"White Plains, NY",YYZ,"Toronto, Canada",2016,7
634,13Q,HPN,"White Plains, NY",YYZ,"Toronto, Canada",2016,8
635,13Q,HPN,"White Plains, NY",YYZ,"Toronto, Canada",2016,11
636,13Q,HVN,"New Haven, CT",CHS,"Charleston, SC",2016,8
637,13Q,HVN,"New Haven, CT",OXC,"Waterbury, CT",2016,9
638,13Q,HVN,"New Haven, CT",YYZ,"Toronto, Canada",2016,3
639,13Q,HYA,"Hyannis, MA",BTV,"Burlington, VT",2016,9
640,13Q,HYA,"Hyannis, MA",YYZ,"Toronto, Canada",2016,7
641,13Q,HYA,"Hyannis, MA",YYZ,"Toronto, Canada",2016,8
642,13Q,HYA,"Hyannis, MA",YYZ,"Toronto, Canada",2016,12
643,13Q,IAD,"Washington, DC",ANU,"St. Johns, Antigua and Barbuda",2016,5
644,13Q,IAD,"Washington, DC",ANU,"St. Johns, Antigua and Barbuda",2016,11
645,13Q,IAD,"Washington, DC",KIN,"Kingston, Jamaica",2016,1
646,13Q,IAD,"Washington, DC",MBJ,"Montego Bay, Jamaica",2016,12
647,13Q,IAD,"Washington, DC",PBI,"West Palm Beach/Palm Beach, FL",2016,1
648,13Q,IAD,"Washington, DC",PLS,"Providenciales, Turks and Caicos Islands",2016,11
649,13Q,IAD,"Washington, DC",POP,"Puerto Plata, Dominican Republic",2016,5
650,13Q,IAD,"Washington, DC",YYZ,"Toronto, Canada",2016,5
651,13Q,IAD,"Washington, DC",YYZ,"Toronto, Canada",2016,6
652,13Q,IAD,"Washington, DC",YYZ,"Toronto, Canada",2016,7
653,13Q,IAD,"Washington, DC",YYZ,"Toronto, Canada",2016,7
654,13Q,IAD,"Washington, DC",YYZ,"Toronto, Canada",2016,7
655,13Q,IAD,"Washington, DC",YYZ,"Toronto, Canada",2016,11
656,13Q,IAD,"Washington, DC",YYZ,"Toronto, Canada",2016,11
657,13Q,IAD,"Washington, DC",YYZ,"Toronto, Canada",2016,12
658,13Q,IAD,"Washington, DC",YYZ,"Toronto, Canada",2016,12
659,13Q,IAH,"Houston, TX",YEG,"Edmonton, Canada",2016,12
660,13Q,ICT,"Wichita, KS",YYZ,"Toronto, Canada",2016,10
661,13Q,ICT,"Wichita, KS",YYZ,"Toronto, Canada",2016,12
662,13Q,ILM,"Wilmington, NC",PLS,"Providenciales, Turks and Caicos Islands",2016,12
663,13Q,IND,"Indianapolis, IN",YYZ,"Toronto, Canada",2016,4
664,13Q,IND,"Indianapolis, IN",YYZ,"Toronto, Canada",2016,9
665,13Q,IND,"Indianapolis, IN",YYZ,"Toronto, Canada",2016,11
666,13Q,JAC,"Jackson, WY",YYZ,"Toronto, Canada",2016,1
667,13Q,JAC,"Jackson, WY",YYZ,"Toronto, Canada",2016,1
668,13Q,JAC,"Jackson, WY",YYZ,"Toronto, Canada",2016,2
669,13Q,JAX,"Jacksonville, FL",TN8,"Nashville, TN",2016,3
670,13Q,JFK,"New York, NY",HAV,"Havana, Cuba",2016,1
671,13Q,JFK,"New York, NY",HAV,"Havana, Cuba",2016,3
672,13Q,JFK,"New York, NY",PBI,"West Palm Beach/Palm Beach, FL",2016,1
673,13Q,JFK,"New York, NY",TEB,"Teterboro, NJ",2016,6
674,13Q,JFK,"New York, NY",YYZ,"Toronto, Canada",2016,1
675,13Q,JFK,"New York, NY",YYZ,"Toronto, Canada",2016,3
676,13Q,JFK,"New York, NY",YYZ,"Toronto, Canada",2016,12
677,13Q,LAR,"Laramie, WY",YYZ,"Toronto, Canada",2016,9
678,13Q,LAS,"Las Vegas, NV",OAK,"Oakland, CA",2016,2
679,13Q,LAS,"Las Vegas, NV",YQR,"Regina, Canada",2016,7
680,13Q,LAS,"Las Vegas, NV",YYC,"Calgary, Canada",2016,7
681,13Q,LAS,"Las Vegas, NV",YYZ,"Toronto, Canada",2016,7
682,13Q,LAS,"Las Vegas, NV",YYZ,"Toronto, Canada",2016,8
683,13Q,LAS,"Las Vegas, NV",YYZ,"Toronto, Canada",2016,9
684,13Q,LAS,"Las Vegas, NV",YYZ,"Toronto, Canada",2016,11
685,13Q,LAS,"Las Vegas, NV",YYZ,"Toronto, Canada",2016,12
686,13Q,LAX,"Los Angeles, CA",CUN,"Cancun, Mexico",2016,6
687,13Q,LAX,"Los Angeles, CA",SBA,"Santa Barbara, CA",2016,5
688,13Q,LAX,"Los Angeles, CA",TEB,"Teterboro, NJ",2016,5
689,13Q,LAX,"Los Angeles, CA",VNY,"Van Nuys, CA",2016,1
690,13Q,LAX,"Los Angeles, CA",YLW,"Kelowna, Canada",2016,7
691,13Q,LAX,"Los Angeles, CA",YYZ,"Toronto, Canada",2016,3
692,13Q,LAX,"Los Angeles, CA",YYZ,"Toronto, Canada",2016,3
